Asset,Quote,Provider,Deploy,Whitelist,Class,pyth,base,quote,feedId,maxStaleness,maxConfWidth
TWT,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x35f1e0d9248599d276111821c0fd636b43eef18737c3bb61c7c5c47059787a32,120,300
UMA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,0x0000000000000000000000000000000000000348,0x4b78d251770732f6304b1f41e9bebaabc3b256985ef18988f6de8d6562dd254c,120,300
UNI,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x0000000000000000000000000000000000000348,0x78d185a741d07edb3412b09008b7c5cfb9bbbd7d568bf00ba737b456ba171501,120,300
USDB,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x41283d3f78ccb459a24e5f1f1b9f5a72a415a26ff9ce0391a6878f4cda6b477b,120,300
USDC,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000000000000000000000000000000000000348,0xeaa020c61cc479712813461ce153894a96a6c00b21ed0cfc2798d1f9a9e9c94a,120,300
USDD,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6,0x0000000000000000000000000000000000000348,0x6d20210495d6518787b72e4ad06bc4df21e68d89a802cf6bced2fca6c29652a6,120,300
USDE,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,0x0000000000000000000000000000000000000348,0x6ec879b1e9963de5ee97e9c8710b742d6228252a5e2ca12d4ae81d7fe5ee8c5d,120,300
USDM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,0x0000000000000000000000000000000000000348,0xa6a0dfa49b6b3a93510658245618099f5e842514970f596cf64fad9e0d658193,120,300
USDP,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x8e870d67f660d95d5be530380d0ec0bd388289e1,0x0000000000000000000000000000000000000348,0xa6c8eca9aea31d6bb81fd6576638f30692d4afaa73237c097c193477aa5003b3,120,300
USDT,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0000000000000000000000000000000000000348,0x2b89b9dc8fdf9f34709a5b106b472f0f39bb6ca9ce04b0fd7f2e971688e2e53b,120,300
USDY,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x96f6ef951840721adbf46ac996b59e0235cb985c,0x0000000000000000000000000000000000000348,0xe393449f6aff8a4b6d3e1165a7c9ebec103685f3b41e60db4277b5b6d10e7326,120,300
USTC,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xef94acc2fb09eb976c6eb3000bab898cab891d5b800702cd1dc88e61d7c3c5e6,120,300
VELA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x4b1ddc065d08214eb06878d6130a66665febc3fd201733e9bb481094b5de8a32,120,300
VET,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x1722176f738aa1aafea170f8b27724042c5ac6d8cb9cf8ae02d692b0927e0681,120,300
VIC,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xf80ba6864e3f1b36c873bcb2767079d5fb86cf04855e714b2a0f30d7e0830a24,120,300
VSUI,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x57ff7100a282e4af0c91154679c5dae2e5dcacb93fd467ea9cb7e58afdcfde27,120,300
W,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,0x0000000000000000000000000000000000000348,0xeff7446475e218517566ea99e72a4abec2e1bd8498b43b7d8331e29dcb059389,120,300
WAVES,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x70dddcb074263ce201ea9a1be5b3537e59ed5b9060d309e12d61762cfe59fb7e,120,300
WBTC,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0000000000000000000000000000000000000348,0xc9d8b075a5c69303365ae23633d4e085199bf5c520a3b90fed1322a0342ffc33,120,300
WEETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x0000000000000000000000000000000000000348,0x9ee4e7c60b940440a261eb54b6d8149c23b580ed7da3139f7f08f4ea29dad395,120,300
WEMIX,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xf63f008474fad630207a1cfa49207d59bca2593ea64fc0a6da9bf3337485791c,120,300
WEN,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x5169491cd7e2a44c98353b779d5eb612e4ac32e073f5cc534303d86307c2f1bc,120,300
WETH,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x9d4294bbcd1174d6f2003ec365831e64cc31d9f6f15a2b85399db8d5000960f6,120,300
WIF,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x4ca4beeca86f0d164160323817a4e42b10010a724c2217c6ee41b54cd4cc61fc,120,300
WLD,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x163f8c2467924be0ae7b5347228cabf260318753,0x0000000000000000000000000000000000000348,0xd6835ad1f773de4a378115eb6824bd0c0e42d84d1c84d9750e853fb6b6c7794a,120,300
WOJAK,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x5026f006b85729a8b14553fae6af249ad16c9aab,0x0000000000000000000000000000000000000348,0x6e89dbed2351e3c85a9ce1c782ca1e34b6ef2c4775f1cb691739bbe6d0697e86,120,300
WOM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x43cddc3e1d0b17fec1cf2a230f46e9319887a037dcee56e053af44d8259fb042,120,300
WOO,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,0x0000000000000000000000000000000000000348,0xb82449fd728133488d2d41131cffe763f9c1693b73c544d9ef6aaa371060dd25,120,300
WSTETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0000000000000000000000000000000000000348,0x6df640f3b8963d8f8358f791f352b8364513f6ab1cca5ed3f1f7b5448980e784,120,300
XAI,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x35e78b3982e87ecfd5b3f3265b601c046cdbe232,0x0000000000000000000000000000000000000348,0xf7ac0d8fdf22640d39de13816cd0942aa6cf3874b95028d9a602056e1dc95e96,120,300
XAUT,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x68749665FF8D2d112Fa859AA293F07A622782F38,0x0000000000000000000000000000000000000348,0x44465e17d2e9d390e70c999d5a11fda4f092847fcd2e3e5aa089d96c98a30e67,120,300
XDC,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xf689a76211f3505826357e49ddd683221d9632735e2b27fd07fb1805c47cdace,120,300
XEC,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x44622616f246ce5fc46cf9ebdb879b0c0157275510744cea824ad206e48390b3,120,300
XLM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xb7a8eba68a997cd0210c2e1e4ee811ad2d174b3611c22d9ebf16f4cb7e9ba850,120,300
XMR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x46b8cc9347f04391764a0361e0b17c3ba394b001e7c304f7650f6376e37c321d,120,300
XPRT,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x9f520bbc39aad043e3bbb46b05079222d63bd94c150205f2a8889b6b36a0f376,120,300
XRD,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x816c6604beb161d3ad9c3b584f06c682e6299516165d756a68c7660b073b7072,120,300
XRP,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xec5d399846a9209f3fe5881d70aae9268c94339ff9817e8d18ff19fa05eea1c8,120,300
XTZ,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x0affd4b8ad136a21d79bc82450a325ee12ff55a235abc242666e423b8bcffd03,120,300
YFI,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x0000000000000000000000000000000000000348,0x425f4b198ab2504936886c1e93511bb6720fbcf2045a4f3c0723bb213846022f,120,300
ZEC,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xbe9b59d178f0d6a97ab4c343bff2aa69caa1eaae3e9048a65788c529b125bb24,120,300
ZEN,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xd183ffe0155e8a55e7274155a14ea2e8b54059cef471f88fa3f7eb4b5d8dbc24,120,300
ZERO,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x9a11b5c6c8d6d266444459316c3aee7684aaa5a5434b189a173d8cddbb3deaae,120,300
ZETA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xf091867ec603a6628ed83d274e835539d82e9cc8,0x0000000000000000000000000000000000000348,0xb70656181007f487e392bf0d92e55358e9f0da5da6531c7c4ce7828aa11277fe,120,300
ZEUS,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x31558e9ccb18c151af6c52bf78afd03098a7aca1b9cf171a65b693b464c2f066,120,300
